"Policy_ID","Customer_Segment","Product","Channel","Region","Issue_Date","Due_Date","Payment_Date","Month","Premium_TRY","Collected_TRY","Outstanding_TRY","Payment_Status","Days_Late","Aging_Bucket","Currency","Agent_ID","Risk_Score","Renewal_Flag"
"POL-00281","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-05-23","2025-06-11","2025-06-08","2025-05","14600","14600","0","Paid On Time","0","Not Applicable","TRY","AG-15","44","Yes"
"POL-00282","Bireysel","Konut","Dijital","Marmara","2025-04-22","2025-05-14","","2025-04","4870","0","4870","Overdue","55","31-60 Days","TRY","AG-06","27","No"
"POL-00283","Bireysel","Trafik","Acente","İç Anadolu","2025-12-13","2026-01-09","2026-01-07","2025-12","5810","5810","0","Paid On Time","0","Not Applicable","USD","AG-12","39","Yes"
"POL-00284","Bireysel","Kasko","Banka","Akdeniz","2025-11-03","2025-11-22","","2025-11","23280","0","23280","Overdue","78","61-90 Days","TRY","AG-08","70","Yes"
"POL-00285","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-06-20","2025-07-04","2025-07-02","2025-06","9680","9680","0","Paid On Time","0","Not Applicable","TRY","AG-17","50","Yes"
"POL-00286","Bireysel","Konut","Acente","İç Anadolu","2025-09-13","2025-10-01","2025-09-27","2025-09","5090","5090","0","Paid On Time","0","Not Applicable","TRY","AG-17","47","Yes"
"POL-00287","Bireysel","Trafik","Banka","Marmara","2025-12-10","2025-12-31","2025-12-28","2025-12","6690","6690","0","Paid On Time","0","Not Applicable","TRY","AG-05","46","Yes"
"POL-00288","Bireysel","Kasko","Dijital","İç Anadolu","2025-09-14","2025-10-11","2025-10-09","2025-09","14250","14250","0","Paid On Time","0","Not Applicable","TRY","AG-10","58","Yes"
"POL-00289","Bireysel","Seyahat","Acente","Karadeniz","2025-04-13","2025-04-28","2025-04-23","2025-04","2010","2010","0","Paid On Time","0","Not Applicable","TRY","AG-03","47","Yes"
"POL-00290","Bireysel","Kasko","Dijital","Marmara","2025-01-16","2025-01-30","2025-01-28","2025-01","14980","14980","0","Paid On Time","0","Not Applicable","TRY","AG-10","58","Yes"
"POL-00291","Bireysel","Trafik","Acente","Marmara","2025-05-03","2025-05-28","2025-06-07","2025-05","7620","7620","0","Paid Late","10","Not Applicable","TRY","AG-07","50","Yes"
"POL-00292","Bireysel","Kasko","Dijital","İç Anadolu","2025-08-04","2025-08-31","2025-08-31","2025-08","24230","24230","0","Paid On Time","0","Not Applicable","TRY","AG-06","42","Yes"
"POL-00293","KOBİ","Konut","Acente","Akdeniz","2025-11-08","2025-12-03","2025-12-02","2025-11","6350","6350","0","Paid On Time","0","Not Applicable","TRY","AG-03","22","Yes"
"POL-00294","Kurumsal","Konut","Dijital","Marmara","2025-06-21","2025-07-05","2025-07-04","2025-06","17290","17290","0","Paid On Time","0","Not Applicable","TRY","AG-18","19","Yes"
"POL-00295","Bireysel","Trafik","Çağrı Merkezi","Ege","2025-04-05","2025-05-03","2025-05-01","2025-04","9180","9180","0","Paid On Time","0","Not Applicable","TRY","AG-07","61","No"
"POL-00296","KOBİ","Trafik","Dijital","Marmara","2025-03-22","2025-04-09","2025-04-09","2025-03","17580","17580","0","Paid On Time","0","Not Applicable","TRY","AG-05","40","Yes"
"POL-00297","KOBİ","Trafik","Dijital","Marmara","2025-07-01","2025-07-21","2025-07-21","2025-07","12080","12080","0","Paid On Time","0","Not Applicable","TRY","AG-12","49","Yes"
"POL-00298","KOBİ","Konut","Acente","Marmara","2025-08-14","2025-09-11","2025-09-20","2025-08","6870","6870","0","Paid Late","9","Not Applicable","TRY","AG-02","49","No"
"POL-00299","Kurumsal","Trafik","Dijital","Marmara","2025-01-01","2025-01-20","2025-02-01","2025-01","28060","28060","0","Paid Late","12","Not Applicable","TRY","AG-11","45","Yes"
"POL-00300","Bireysel","Trafik","Acente","Karadeniz","2025-04-24","2025-05-14","2025-06-02","2025-04","9850","9850","0","Paid Late","19","Not Applicable","TRY","AG-11","58","Yes"
"POL-00301","Bireysel","Trafik","Acente","Karadeniz","2025-11-13","2025-12-04","","2025-11","6140","3320","2820","Overdue","20","1-30 Days","TRY","AG-13","65","Yes"
"POL-00302","Bireysel","Kasko","Çağrı Merkezi","Marmara","2025-11-11","2025-11-30","2025-11-28","2025-11","16060","16060","0","Paid On Time","0","Not Applicable","TRY","AG-06","44","Yes"
"POL-00303","Bireysel","Trafik","Dijital","Marmara","2025-01-08","2025-01-27","2025-02-19","2025-01","7500","7500","0","Paid Late","23","Not Applicable","TRY","AG-05","61","No"
"POL-00304","Bireysel","Konut","Acente","Marmara","2025-11-08","2025-11-28","2025-12-25","2025-11","4620","4620","0","Paid Late","27","Not Applicable","TRY","AG-16","28","Yes"
"POL-00305","KOBİ","Trafik","Acente","Ege","2025-08-10","2025-08-30","2025-08-26","2025-08","14610","14610","0","Paid On Time","0","Not Applicable","TRY","AG-08","66","Yes"
"POL-00306","KOBİ","Konut","Banka","Akdeniz","2025-01-20","2025-02-18","2025-02-16","2025-01","11190","11190","0","Paid On Time","0","Not Applicable","TRY","AG-03","42","Yes"
"POL-00307","KOBİ","Seyahat","Acente","İç Anadolu","2025-05-10","2025-05-29","2025-06-27","2025-05","3250","3250","0","Paid Late","29","Not Applicable","USD","AG-16","31","Yes"
"POL-00308","KOBİ","Kasko","Banka","Marmara","2025-05-01","2025-05-22","","2025-05","41730","0","41730","Cancelled","0","Not Applicable","TRY","AG-08","69","Yes"
"POL-00309","KOBİ","Konut","Dijital","İç Anadolu","2025-03-15","2025-03-30","2025-03-25","2025-03","6270","6270","0","Paid On Time","0","Not Applicable","TRY","AG-18","42","Yes"
"POL-00310","Bireysel","Trafik","Acente","Karadeniz","2025-02-07","2025-02-26","2025-02-26","2025-02","7190","7190","0","Paid On Time","0","Not Applicable","TRY","AG-07","70","Yes"
"POL-00311","Bireysel","Konut","Acente","Ege","2025-05-18","2025-06-01","2025-05-29","2025-05","6640","6640","0","Paid On Time","0","Not Applicable","EUR","AG-16","42","No"
"POL-00312","Bireysel","Trafik","Dijital","İç Anadolu","2025-04-06","2025-04-29","2025-05-01","2025-04","7360","7360","0","Paid Late","2","Not Applicable","TRY","AG-12","58","No"
"POL-00313","Bireysel","Trafik","Acente","Karadeniz","2025-07-24","2025-08-14","2025-09-07","2025-07","9250","9250","0","Paid Late","24","Not Applicable","TRY","AG-02","56","Yes"
"POL-00314","Bireysel","Kasko","Acente","Ege","2025-01-21","2025-02-19","2025-02-14","2025-01","23980","23980","0","Paid On Time","0","Not Applicable","TRY","AG-10","52","Yes"
"POL-00315","Bireysel","Trafik","Çağrı Merkezi","İç Anadolu","2025-06-19","2025-07-19","2025-07-16","2025-06","8000","8000","0","Paid On Time","0","Not Applicable","TRY","AG-08","68","Yes"
"POL-00316","Bireysel","Trafik","Dijital","Akdeniz","2025-08-18","2025-09-10","2025-09-09","2025-08","5220","5220","0","Paid On Time","0","Not Applicable","TRY","AG-13","65","Yes"
"POL-00317","Bireysel","Kasko","Dijital","Marmara","2025-07-24","2025-08-11","2025-08-09","2025-07","18160","18160","0","Paid On Time","0","Not Applicable","TRY","AG-07","54","No"
"POL-00318","Kurumsal","Kasko","Çağrı Merkezi","Marmara","2025-04-01","2025-04-15","2025-04-13","2025-04","60920","60920","0","Paid On Time","0","Not Applicable","TRY","AG-09","65","Yes"
"POL-00319","Bireysel","Kasko","Acente","Marmara","2025-05-13","2025-05-31","2025-05-30","2025-05","16760","16760","0","Paid On Time","0","Not Applicable","TRY","AG-06","50","Yes"
"POL-00320","Bireysel","Trafik","Dijital","İç Anadolu","2025-05-09","2025-05-25","2025-05-24","2025-05","6070","6070","0","Paid On Time","0","Not Applicable","TRY","AG-04","52","Yes"
"POL-00321","Kurumsal","Trafik","Dijital","Marmara","2025-07-12","2025-07-30","2025-07-29","2025-07","19420","19420","0","Paid On Time","0","Not Applicable","TRY","AG-01","49","Yes"
"POL-00322","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-07-01","2025-07-21","2025-07-19","2025-07","13920","13920","0","Paid On Time","0","Not Applicable","TRY","AG-11","70","Yes"
"POL-00323","Bireysel","Kasko","Dijital","Ege","2025-08-06","2025-09-05","2025-09-05","2025-08","13050","13050","0","Paid On Time","0","Not Applicable","TRY","AG-10","71","Yes"
"POL-00324","Bireysel","Kasko","Dijital","Akdeniz","2025-03-23","2025-04-10","2025-04-09","2025-03","19120","19120","0","Paid On Time","0","Not Applicable","TRY","AG-07","72","Yes"
"POL-00325","Bireysel","Kasko","Dijital","İç Anadolu","2025-02-21","2025-03-07","2025-03-03","2025-02","20830","20830","0","Paid On Time","0","Not Applicable","TRY","AG-12","73","Yes"
"POL-00326","KOBİ","Sağlık","Banka","Akdeniz","2025-10-05","2025-10-30","2025-10-25","2025-10","35350","35350","0","Paid On Time","0","Not Applicable","TRY","AG-02","56","Yes"
"POL-00327","Bireysel","Konut","Çağrı Merkezi","Akdeniz","2025-07-12","2025-08-01","2025-07-29","2025-07","6550","6550","0","Paid On Time","0","Not Applicable","TRY","AG-09","22","Yes"
"POL-00328","Bireysel","Kasko","Acente","İç Anadolu","2025-09-02","2025-09-17","2025-10-08","2025-09","22310","22310","0","Paid Late","21","Not Applicable","TRY","AG-06","74","No"
"POL-00329","Bireysel","Sağlık","Banka","İç Anadolu","2025-12-05","2026-01-04","2025-12-30","2025-12","25260","25260","0","Paid On Time","0","Not Applicable","TRY","AG-07","54","Yes"
"POL-00330","Bireysel","Sağlık","Banka","Karadeniz","2025-10-01","2025-10-29","2025-11-25","2025-10","25440","25440","0","Paid Late","27","Not Applicable","TRY","AG-01","56","No"
"POL-00331","Bireysel","Konut","Acente","Marmara","2025-08-02","2025-08-26","","2025-08","4450","0","4450","Cancelled","0","Not Applicable","TRY","AG-03","55","No"
"POL-00332","KOBİ","Seyahat","Dijital","Karadeniz","2025-04-13","2025-05-04","2025-05-09","2025-04","3360","3360","0","Paid Late","5","Not Applicable","TRY","AG-09","42","No"
"POL-00333","Bireysel","Trafik","Banka","Ege","2025-05-16","2025-05-31","2025-05-28","2025-05","7700","7700","0","Paid On Time","0","Not Applicable","TRY","AG-11","60","No"
"POL-00334","Kurumsal","Konut","Acente","İç Anadolu","2025-08-09","2025-08-27","2025-08-23","2025-08","19010","19010","0","Paid On Time","0","Not Applicable","TRY","AG-02","28","Yes"
"POL-00335","Bireysel","Trafik","Acente","Akdeniz","2025-05-14","2025-06-01","2025-06-04","2025-05","7390","7390","0","Paid Late","3","Not Applicable","TRY","AG-04","52","No"
"POL-00336","Bireysel","Trafik","Acente","İç Anadolu","2025-10-14","2025-11-03","2025-10-31","2025-10","5290","5290","0","Paid On Time","0","Not Applicable","TRY","AG-09","61","Yes"
"POL-00337","Bireysel","Konut","Çağrı Merkezi","Ege","2025-11-09","2025-11-25","2025-11-25","2025-11","4960","4960","0","Paid On Time","0","Not Applicable","TRY","AG-01","25","Yes"
"POL-00338","Kurumsal","Konut","Banka","Marmara","2025-10-08","2025-10-29","2025-10-26","2025-10","14140","14140","0","Paid On Time","0","Not Applicable","TRY","AG-14","23","Yes"
"POL-00339","Bireysel","Kasko","Acente","Karadeniz","2025-11-14","2025-11-28","2025-12-02","2025-11","22680","22680","0","Paid Late","4","Not Applicable","TRY","AG-08","59","Yes"
"POL-00340","Kurumsal","Trafik","Acente","Ege","2025-10-02","2025-10-19","2025-10-15","2025-10","27040","27040","0","Paid On Time","0","Not Applicable","TRY","AG-01","60","Yes"
"POL-00341","Bireysel","Kasko","Acente","İç Anadolu","2025-05-08","2025-06-05","2025-06-05","2025-05","15970","15970","0","Paid On Time","0","Not Applicable","TRY","AG-09","46","Yes"
"POL-00342","Kurumsal","Kasko","Dijital","Ege","2025-09-14","2025-10-09","","2025-09","79590","0","79590","Overdue","53","31-60 Days","TRY","AG-02","59","No"
"POL-00343","Kurumsal","Kasko","Dijital","Karadeniz","2025-07-05","2025-07-31","2025-07-26","2025-07","52780","52780","0","Paid On Time","0","Not Applicable","TRY","AG-11","37","Yes"
"POL-00344","Bireysel","Kasko","Dijital","Marmara","2025-11-23","2025-12-14","2025-12-10","2025-11","21030","21030","0","Paid On Time","0","Not Applicable","TRY","AG-18","48","Yes"
"POL-00345","Bireysel","Kasko","Dijital","İç Anadolu","2025-02-06","2025-02-25","2025-03-07","2025-02","20090","20090","0","Paid Late","10","Not Applicable","TRY","AG-01","60","Yes"
"POL-00346","KOBİ","Kasko","Banka","İç Anadolu","2025-04-15","2025-05-01","","2025-04","44370","0","44370","Overdue","79","61-90 Days","TRY","AG-11","65","No"
"POL-00347","Bireysel","Konut","Dijital","İç Anadolu","2025-07-04","2025-07-23","","2025-07","6030","0","6030","Overdue","38","31-60 Days","TRY","AG-03","32","No"
"POL-00348","Kurumsal","Seyahat","Dijital","Akdeniz","2025-03-06","2025-03-27","2025-03-23","2025-03","7620","7620","0","Paid On Time","0","Not Applicable","TRY","AG-12","15","Yes"
"POL-00349","KOBİ","Kasko","Çağrı Merkezi","Ege","2025-04-23","2025-05-19","2025-06-05","2025-04","26000","26000","0","Paid Late","17","Not Applicable","TRY","AG-10","74","Yes"
"POL-00350","Bireysel","Trafik","Banka","Karadeniz","2025-05-23","2025-06-22","2025-06-17","2025-05","6370","6370","0","Paid On Time","0","Not Applicable","TRY","AG-02","45","Yes"
"POL-00351","KOBİ","Kasko","Çağrı Merkezi","İç Anadolu","2025-11-10","2025-12-09","2025-12-15","2025-11","33410","33410","0","Paid Late","6","Not Applicable","TRY","AG-13","45","No"
"POL-00352","Bireysel","Sağlık","Acente","Marmara","2025-06-14","2025-07-06","","2025-06","29190","0","29190","Overdue","96","90+ Days","TRY","AG-17","52","No"
"POL-00353","Kurumsal","Trafik","Dijital","Marmara","2025-03-18","2025-04-08","2025-04-08","2025-03","24670","24670","0","Paid On Time","0","Not Applicable","TRY","AG-11","56","Yes"
"POL-00354","KOBİ","Trafik","Acente","Akdeniz","2025-07-08","2025-08-06","2025-08-05","2025-07","9500","9500","0","Paid On Time","0","Not Applicable","TRY","AG-18","41","Yes"
"POL-00355","KOBİ","Kasko","Acente","Marmara","2025-01-14","2025-02-09","2025-02-09","2025-01","31150","31150","0","Paid On Time","0","Not Applicable","TRY","AG-03","47","Yes"
"POL-00356","Bireysel","Seyahat","Dijital","Karadeniz","2025-04-13","2025-04-28","2025-04-24","2025-04","2320","2320","0","Paid On Time","0","Not Applicable","TRY","AG-09","30","Yes"
"POL-00357","KOBİ","Kasko","Banka","İç Anadolu","2025-07-22","2025-08-09","2025-09-02","2025-07","44650","44650","0","Paid Late","24","Not Applicable","TRY","AG-04","60","No"
"POL-00358","Kurumsal","Sağlık","Acente","İç Anadolu","2025-03-14","2025-04-02","2025-04-02","2025-03","72610","72610","0","Paid On Time","0","Not Applicable","TRY","AG-01","67","Yes"
"POL-00359","KOBİ","Trafik","Banka","Marmara","2025-09-05","2025-10-05","2025-10-04","2025-09","10760","10760","0","Paid On Time","0","Not Applicable","TRY","AG-14","51","Yes"
"POL-00360","Bireysel","Trafik","Dijital","Ege","2025-10-15","2025-10-31","2025-10-29","2025-10","5940","5940","0","Paid On Time","0","Not Applicable","TRY","AG-17","39","No"
"POL-00361","KOBİ","Konut","Acente","Marmara","2025-08-13","2025-08-31","2025-08-30","2025-08","12090","12090","0","Paid On Time","0","Not Applicable","TRY","AG-09","33","No"
"POL-00362","KOBİ","Trafik","Acente","Marmara","2025-12-09","2026-01-05","2025-12-31","2025-12","17930","17930","0","Paid On Time","0","Not Applicable","TRY","AG-03","57","Yes"
"POL-00363","Bireysel","Konut","Çağrı Merkezi","Marmara","2025-11-18","2025-12-02","2025-11-28","2025-11","5500","5500","0","Paid On Time","0","Not Applicable","TRY","AG-18","43","Yes"
"POL-00364","Bireysel","Trafik","Banka","Karadeniz","2025-03-13","2025-04-08","","2025-03","5660","0","5660","Cancelled","0","Not Applicable","TRY","AG-12","44","No"
"POL-00365","Bireysel","Trafik","Banka","Ege","2025-03-14","2025-03-31","","2025-03","6890","0","6890","Overdue","69","61-90 Days","TRY","AG-10","41","No"
"POL-00366","Bireysel","Kasko","Acente","Marmara","2025-08-08","2025-09-05","2025-08-31","2025-08","15390","15390","0","Paid On Time","0","Not Applicable","TRY","AG-14","61","Yes"
"POL-00367","Bireysel","Kasko","Dijital","Ege","2025-11-10","2025-11-26","2025-12-11","2025-11","17370","17370","0","Paid Late","15","Not Applicable","TRY","AG-13","70","Yes"
"POL-00368","Bireysel","Trafik","Acente","Marmara","2025-01-14","2025-01-29","2025-01-24","2025-01","7640","7640","0","Paid On Time","0","Not Applicable","TRY","AG-11","43","Yes"
"POL-00369","Bireysel","Seyahat","Banka","Akdeniz","2025-07-21","2025-08-14","2025-08-14","2025-07","2170","2170","0","Paid On Time","0","Not Applicable","TRY","AG-18","17","Yes"
"POL-00370","Bireysel","Trafik","Acente","Marmara","2025-08-01","2025-08-17","2025-08-17","2025-08","6990","6990","0","Paid On Time","0","Not Applicable","TRY","AG-04","50","Yes"
"POL-00371","Bireysel","Kasko","Acente","Marmara","2025-04-12","2025-04-30","2025-05-09","2025-04","22130","22130","0","Paid Late","9","Not Applicable","TRY","AG-10","64","No"
"POL-00372","Bireysel","Trafik","Dijital","Karadeniz","2025-06-14","2025-07-06","","2025-06","6000","0","6000","Overdue","70","61-90 Days","TRY","AG-02","68","No"
"POL-00373","Bireysel","Trafik","Acente","Ege","2025-01-02","2025-01-27","2025-01-25","2025-01","7640","7640","0","Paid On Time","0","Not Applicable","TRY","AG-14","42","Yes"
"POL-00374","KOBİ","Kasko","Banka","Akdeniz","2025-09-06","2025-10-05","2025-10-22","2025-09","42840","42840","0","Paid Late","17","Not Applicable","TRY","AG-01","51","Yes"
"POL-00375","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-02-10","2025-03-02","2025-03-23","2025-02","7440","7440","0","Paid Late","21","Not Applicable","TRY","AG-10","47","Yes"
"POL-00376","Bireysel","Trafik","Acente","Karadeniz","2025-02-04","2025-03-05","","2025-02","5390","3050","2340","Overdue","72","61-90 Days","TRY","AG-10","62","No"
"POL-00377","KOBİ","Sağlık","Acente","İç Anadolu","2025-12-15","2026-01-08","2026-01-03","2025-12","59200","59200","0","Paid On Time","0","Not Applicable","TRY","AG-06","61","Yes"
"POL-00378","Bireysel","Kasko","Acente","Karadeniz","2025-03-07","2025-03-29","2025-03-28","2025-03","19430","19430","0","Paid On Time","0","Not Applicable","TRY","AG-03","71","Yes"
"POL-00379","Bireysel","Konut","Acente","Akdeniz","2025-02-08","2025-03-07","2025-03-02","2025-02","3690","3690","0","Paid On Time","0","Not Applicable","TRY","AG-14","34","Yes"
"POL-00380","Bireysel","Konut","Acente","İç Anadolu","2025-05-23","2025-06-15","","2025-05","5700","0","5700","Overdue","90","61-90 Days","TRY","AG-14","32","No"
"POL-00381","Bireysel","Kasko","Acente","Akdeniz","2025-09-11","2025-10-11","2025-11-06","2025-09","23570","23570","0","Paid Late","26","Not Applicable","EUR","AG-01","48","No"
"POL-00382","Bireysel","Kasko","Acente","Ege","2025-08-07","2025-09-03","2025-09-03","2025-08","12970","12970","0","Paid On Time","0","Not Applicable","TRY","AG-14","58","Yes"
"POL-00383","Bireysel","Trafik","Banka","Ege","2025-10-19","2025-11-02","2025-11-15","2025-10","7820","7820","0","Paid Late","13","Not Applicable","TRY","AG-02","57","Yes"
"POL-00384","Bireysel","Kasko","Dijital","Akdeniz","2025-05-16","2025-06-04","2025-06-03","2025-05","15070","15070","0","Paid On Time","0","Not Applicable","TRY","AG-18","69","Yes"
"POL-00385","KOBİ","Trafik","Acente","İç Anadolu","2025-12-11","2026-01-10","2026-01-06","2025-12","16220","16220","0","Paid On Time","0","Not Applicable","TRY","AG-10","40","Yes"
"POL-00386","Bireysel","Kasko","Dijital","Marmara","2025-01-17","2025-02-08","2025-02-06","2025-01","16200","16200","0","Paid On Time","0","Not Applicable","TRY","AG-10","73","Yes"
"POL-00387","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-04-19","2025-05-14","2025-05-15","2025-04","14270","14270","0","Paid Late","1","Not Applicable","TRY","AG-01","48","Yes"
"POL-00388","Bireysel","Trafik","Acente","İç Anadolu","2025-09-05","2025-09-23","2025-09-21","2025-09","9750","9750","0","Paid On Time","0","Not Applicable","TRY","AG-05","55","Yes"
"POL-00389","Bireysel","Kasko","Dijital","Ege","2025-02-24","2025-03-22","2025-03-22","2025-02","20990","20990","0","Paid On Time","0","Not Applicable","EUR","AG-18","66","Yes"
"POL-00390","Bireysel","Sağlık","Banka","Akdeniz","2025-11-17","2025-12-09","","2025-11","28750","0","28750","Overdue","58","31-60 Days","USD","AG-05","61","Yes"
"POL-00391","Bireysel","Kasko","Acente","Marmara","2025-02-11","2025-03-02","2025-02-26","2025-02","17610","17610","0","Paid On Time","0","Not Applicable","TRY","AG-06","48","Yes"
"POL-00392","Kurumsal","Kasko","Acente","Marmara","2025-12-03","2025-12-19","2025-12-14","2025-12","62370","62370","0","Paid On Time","0","Not Applicable","TRY","AG-05","50","Yes"
"POL-00393","Bireysel","Konut","Acente","Marmara","2025-01-02","2025-01-22","2025-01-22","2025-01","5270","5270","0","Paid On Time","0","Not Applicable","TRY","AG-03","29","No"
"POL-00394","Bireysel","Kasko","Acente","Marmara","2025-06-02","2025-06-28","2025-06-26","2025-06","16090","16090","0","Paid On Time","0","Not Applicable","TRY","AG-10","41","Yes"
"POL-00395","Bireysel","Konut","Banka","Karadeniz","2025-01-04","2025-01-28","2025-01-24","2025-01","4990","4990","0","Paid On Time","0","Not Applicable","TRY","AG-18","25","Yes"
"POL-00396","Bireysel","Kasko","Acente","Marmara","2025-04-11","2025-05-04","2025-05-04","2025-04","21380","21380","0","Paid On Time","0","Not Applicable","TRY","AG-11","67","Yes"
"POL-00397","Bireysel","Kasko","Banka","Marmara","2025-09-03","2025-09-22","2025-09-24","2025-09","21270","21270","0","Paid Late","2","Not Applicable","TRY","AG-13","46","Yes"
"POL-00398","Bireysel","Seyahat","Dijital","Ege","2025-01-20","2025-02-19","2025-02-15","2025-01","2170","2170","0","Paid On Time","0","Not Applicable","TRY","AG-01","34","Yes"
"POL-00399","Bireysel","Kasko","Dijital","İç Anadolu","2025-10-15","2025-10-29","","2025-10","20290","0","20290","Cancelled","0","Not Applicable","TRY","AG-06","72","No"
"POL-00400","Bireysel","Konut","Banka","İç Anadolu","2025-10-06","2025-10-27","2025-10-23","2025-10","6370","6370","0","Paid On Time","0","Not Applicable","TRY","AG-04","28","Yes"
"POL-00401","Kurumsal","Trafik","Acente","İç Anadolu","2025-04-18","2025-05-12","2025-05-30","2025-04","32040","32040","0","Paid Late","18","Not Applicable","TRY","AG-15","44","Yes"
"POL-00402","Bireysel","Kasko","Banka","Marmara","2025-11-02","2025-11-24","2025-11-28","2025-11","18930","18930","0","Paid Late","4","Not Applicable","TRY","AG-03","47","No"
"POL-00403","Bireysel","Kasko","Dijital","Marmara","2025-02-19","2025-03-14","2025-04-04","2025-02","23680","23680","0","Paid Late","21","Not Applicable","TRY","AG-06","62","No"
"POL-00404","Bireysel","Konut","Acente","Marmara","2025-05-20","2025-06-17","2025-06-14","2025-05","5600","5600","0","Paid On Time","0","Not Applicable","TRY","AG-03","27","Yes"
"POL-00405","Bireysel","Konut","Banka","Ege","2025-05-08","2025-05-23","2025-06-21","2025-05","5090","5090","0","Paid Late","29","Not Applicable","TRY","AG-10","40","Yes"
"POL-00406","Bireysel","Kasko","Acente","Ege","2025-01-15","2025-02-10","2025-02-06","2025-01","13590","13590","0","Paid On Time","0","Not Applicable","TRY","AG-17","48","No"
"POL-00407","Bireysel","Sağlık","Dijital","İç Anadolu","2025-05-09","2025-05-27","2025-05-22","2025-05","19590","19590","0","Paid On Time","0","Not Applicable","TRY","AG-16","65","Yes"
"POL-00408","Bireysel","Konut","Dijital","Marmara","2025-07-22","2025-08-21","2025-09-17","2025-07","6530","6530","0","Paid Late","27","Not Applicable","TRY","AG-01","47","No"
"POL-00409","Kurumsal","Konut","Dijital","Marmara","2025-08-07","2025-09-05","2025-09-04","2025-08","12610","12610","0","Paid On Time","0","Not Applicable","TRY","AG-10","23","Yes"
"POL-00410","Bireysel","Trafik","Acente","Ege","2025-06-04","2025-06-28","2025-06-27","2025-06","8640","8640","0","Paid On Time","0","Not Applicable","TRY","AG-06","56","Yes"
"POL-00411","KOBİ","Kasko","Banka","Marmara","2025-05-08","2025-05-23","2025-05-22","2025-05","25780","25780","0","Paid On Time","0","Not Applicable","TRY","AG-01","71","Yes"
"POL-00412","KOBİ","Konut","Acente","Marmara","2025-04-24","2025-05-22","2025-05-20","2025-04","7040","7040","0","Paid On Time","0","Not Applicable","TRY","AG-06","26","Yes"
"POL-00413","KOBİ","Trafik","Acente","Karadeniz","2025-04-23","2025-05-15","2025-05-14","2025-04","15090","15090","0","Paid On Time","0","Not Applicable","TRY","AG-08","54","Yes"
"POL-00414","KOBİ","Trafik","Çağrı Merkezi","Marmara","2025-12-01","2025-12-27","2025-12-22","2025-12","13170","13170","0","Paid On Time","0","Not Applicable","TRY","AG-01","69","Yes"
"POL-00415","Bireysel","Konut","Dijital","İç Anadolu","2025-05-09","2025-05-31","2025-05-27","2025-05","4510","4510","0","Paid On Time","0","Not Applicable","TRY","AG-12","22","Yes"
"POL-00416","Bireysel","Sağlık","Acente","İç Anadolu","2025-07-17","2025-08-02","2025-08-02","2025-07","20690","20690","0","Paid On Time","0","Not Applicable","TRY","AG-10","57","Yes"
"POL-00417","Bireysel","Seyahat","Acente","Ege","2025-02-12","2025-02-26","","2025-02","2580","0","2580","Overdue","10","1-30 Days","TRY","AG-08","42","Yes"
"POL-00418","Bireysel","Kasko","Banka","Karadeniz","2025-03-03","2025-03-17","2025-03-12","2025-03","17650","17650","0","Paid On Time","0","Not Applicable","TRY","AG-18","47","Yes"
"POL-00419","Kurumsal","Kasko","Dijital","Akdeniz","2025-06-23","2025-07-09","2025-07-06","2025-06","73280","73280","0","Paid On Time","0","Not Applicable","TRY","AG-01","67","Yes"
"POL-00420","Kurumsal","Sağlık","Dijital","İç Anadolu","2025-05-17","2025-06-12","2025-06-12","2025-05","98130","98130","0","Paid On Time","0","Not Applicable","TRY","AG-08","58","Yes"
"POL-00421","Bireysel","Kasko","Acente","İç Anadolu","2025-07-12","2025-08-11","2025-08-08","2025-07","17150","17150","0","Paid On Time","0","Not Applicable","TRY","AG-05","72","No"
"POL-00422","Kurumsal","Sağlık","Banka","Karadeniz","2025-03-03","2025-03-21","2025-04-10","2025-03","60790","60790","0","Paid Late","20","Not Applicable","USD","AG-09","53","Yes"
"POL-00423","Bireysel","Trafik","Dijital","Marmara","2025-09-14","2025-10-03","2025-09-29","2025-09","8890","8890","0","Paid On Time","0","Not Applicable","TRY","AG-12","59","Yes"
"POL-00424","Bireysel","Sağlık","Acente","İç Anadolu","2025-11-11","2025-12-06","","2025-11","29920","0","29920","Overdue","69","61-90 Days","TRY","AG-15","58","No"
"POL-00425","Bireysel","Kasko","Banka","Marmara","2025-04-15","2025-05-02","2025-04-30","2025-04","24830","24830","0","Paid On Time","0","Not Applicable","TRY","AG-07","62","Yes"
"POL-00426","Bireysel","Trafik","Dijital","Ege","2025-06-11","2025-07-11","2025-07-08","2025-06","6100","6100","0","Paid On Time","0","Not Applicable","TRY","AG-04","40","Yes"
"POL-00427","Bireysel","Trafik","Banka","Marmara","2025-07-11","2025-07-28","2025-08-16","2025-07","7250","7250","0","Paid Late","19","Not Applicable","TRY","AG-14","62","Yes"
"POL-00428","Bireysel","Trafik","Acente","Ege","2025-12-11","2026-01-08","","2025-12","5740","0","5740","Cancelled","0","Not Applicable","TRY","AG-18","46","No"
